OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
OTU_636	7	8	7	2	5	6	3	7	5	6	4	4	7	5	5	6	3	7
OTU_342	18	25	7	10	10	2	17	6	14	21	13	26	15	10	6	7	13	10
OTU_655	6	5	0	2	0	6	5	16	3	6	5	6	6	1	7	6	5	6
OTU_1225	3	4	2	2	1	4	0	1	0	3	5	4	2	5	3	7	1	3
OTU_3096	6	3	3	0	1	0	1	0	1	1	1	1	3	2	0	0	0	2
OTU_1009	6	1	0	0	0	0	5	3	3	1	5	2	9	3	12	2	4	3
OTU_597	6	8	3	9	5	3	8	14	7	11	4	5	6	2	6	2	6	4
OTU_2597	4	4	4	2	2	5	4	3	3	3	7	1	2	5	2	2	2	3
OTU_1609	1	2	1	0	0	3	4	2	2	5	0	2	3	0	6	2	4	7
OTU_468	9	6	2	5	5	2	15	4	15	7	9	11	6	8	9	15	12	11
OTU_1093	5	1	6	2	4	3	9	3	7	3	5	6	0	3	2	3	2	6
OTU_770	6	3	5	6	0	14	3	1	3	3	6	5	3	1	2	4	3	1
OTU_2407	3	3	1	5	1	3	3	0	3	2	4	3	2	1	2	3	1	4
OTU_1523	2	1	1	0	0	1	3	4	2	2	4	3	1	3	1	3	2	0
OTU_2120	10	3	2	1	1	4	9	4	1	0	0	5	0	0	0	1	0	1
OTU_1106	1	3	0	1	0	4	5	7	27	1	1	9	0	2	4	1	0	0
OTU_479	7	7	5	4	9	9	14	14	9	14	7	12	9	16	9	6	4	6
OTU_1015	9	5	1	1	2	2	2	5	3	4	6	6	6	2	1	2	4	5
OTU_1571	2	2	1	3	3	2	0	1	3	0	0	0	0	0	2	9	3	1
OTU_898	5	3	2	1	1	0	4	4	2	7	8	2	2	9	3	14	2	6
OTU_2005	3	0	1	1	0	0	0	2	1	2	0	5	0	2	1	2	5	0
OTU_905	6	2	2	2	2	1	2	3	3	12	5	4	3	2	6	2	5	3
OTU_457	8	3	2	1	1	2	26	10	15	14	9	7	11	5	15	10	5	8
OTU_1441	5	1	1	1	0	2	12	5	7	3	2	5	1	2	3	2	2	2
OTU_1480	2	1	2	1	1	2	0	2	3	2	3	4	2	0	1	1	1	1
OTU_1598	5	3	2	4	2	2	3	4	3	3	1	1	0	4	2	2	2	3
OTU_198	20	51	13	56	5	46	19	19	19	19	23	14	15	20	27	17	10	13
OTU_1084	6	2	0	2	0	2	1	1	2	4	0	5	2	4	8	6	0	4
OTU_1556	6	2	2	2	2	1	2	2	2	1	4	3	2	2	2	2	2	1
OTU_252	6	10	19	39	21	14	25	7	10	12	10	24	9	31	24	12	20	21
OTU_1344	6	5	0	0	1	2	1	2	3	1	1	1	2	2	1	2	2	4
OTU_3087	3	2	1	2	0	0	5	1	4	2	0	1	2	0	2	0	1	1
OTU_1022	3	3	16	0	0	0	2	4	2	5	1	6	4	2	4	5	0	8
OTU_646	7	8	3	2	2	5	7	7	9	7	5	6	5	8	6	7	1	5
OTU_2834	4	0	0	1	0	0	1	2	0	1	1	2	2	1	2	1	1	2
OTU_2924	4	0	2	2	0	0	0	0	3	0	1	0	0	0	1	0	0	0
OTU_1023	3	0	5	5	2	1	1	3	2	8	2	4	2	5	5	3	1	4
OTU_1909	2	2	0	0	1	0	1	2	3	2	4	3	3	2	2	0	0	1
OTU_3321	1	1	1	0	0	1	2	0	0	0	0	0	1	0	1	0	2	1
OTU_1268	1	2	2	2	2	1	1	1	10	2	2	1	5	0	2	10	4	2
OTU_563	6	12	16	13	13	4	6	3	9	6	6	8	6	8	2	7	3	6
OTU_428	9	3	1	11	0	1	22	2	5	21	20	26	2	3	15	19	13	9
OTU_1172	1	4	7	1	0	2	3	1	3	4	1	7	1	5	6	6	3	4
OTU_278	12	14	67	22	9	15	9	12	14	16	8	17	11	9	14	19	7	12
OTU_509	10	12	6	10	8	7	4	11	4	3	11	9	3	25	6	2	2	4
OTU_40	3	35	5	51	110	2	35	240	6	113	141	97	717	47	18	35	195	116
OTU_1145	4	0	6	0	7	3	0	0	2	2	0	0	0	2	0	22	0	0
OTU_2646	1	3	2	2	0	2	2	0	1	2	1	0	0	0	0	0	0	0
OTU_491	8	11	2	9	7	7	7	4	16	7	9	22	1	3	7	8	15	6
OTU_493	10	7	5	12	1	3	7	22	16	13	4	4	35	5	8	17	4	6
OTU_2926	1	1	0	0	0	1	3	0	1	1	1	0	2	1	1	2	0	0
OTU_1648	5	4	2	0	2	7	5	2	3	1	4	2	2	2	2	2	3	2
OTU_1006	6	1	2	3	2	3	3	3	3	4	8	6	9	2	2	5	4	3
OTU_679	5	9	4	3	1	4	5	11	8	6	3	24	6	3	7	6	3	2
OTU_283	11	14	19	9	11	39	10	26	5	40	11	25	7	5	11	28	8	11
OTU_960	7	3	2	4	7	6	3	3	5	2	4	1	2	5	3	3	2	5
OTU_1866	2	3	2	2	1	2	1	1	2	2	3	0	1	0	4	2	2	2
OTU_379	5	8	5	6	20	6	5	24	7	15	25	5	3	2	15	8	12	19
OTU_2070	4	2	0	0	1	2	0	0	0	0	2	2	0	1	4	0	0	2
OTU_1274	5	6	3	4	2	6	10	3	2	0	4	6	1	2	3	1	6	1
OTU_1888	6	1	1	3	1	1	8	3	3	7	4	4	5	2	6	5	2	6
OTU_831	6	4	11	5	9	0	14	2	4	5	4	0	3	2	2	2	1	2
OTU_2618	5	3	0	1	1	7	3	2	3	4	4	4	5	1	2	1	5	2
OTU_2125	1	0	0	1	0	0	1	0	1	2	1	3	0	6	2	0	0	2
OTU_2072	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_1148	3	0	1	3	2	2	2	5	2	0	5	0	13	0	3	8	2	1
OTU_1269	1	1	0	2	0	1	3	6	5	5	0	0	3	2	2	2	3	6
OTU_2259	1	1	0	0	0	0	1	2	1	0	2	0	1	5	4	0	1	1
OTU_1109	5	1	5	0	5	2	8	4	1	2	3	3	9	1	4	4	1	6
OTU_1998	3	3	4	2	1	4	5	4	1	1	5	6	5	5	2	3	6	2
OTU_617	7	5	5	3	9	16	5	5	4	6	8	8	5	5	6	13	9	3
OTU_998	4	1	0	1	0	1	5	2	4	5	2	2	2	6	4	4	2	4
OTU_1932	4	0	0	0	0	1	2	1	2	0	10	2	0	0	0	0	0	0
OTU_943	6	3	5	3	1	2	5	4	2	0	1	9	4	3	7	3	5	3
OTU_2289	7	2	0	4	3	0	1	0	0	1	1	1	0	3	2	3	3	3
OTU_2121	2	1	1	0	1	0	3	0	3	2	3	2	1	2	3	2	2	2
OTU_639	6	41	19	2	0	0	0	2	5	7	2	1	0	1	0	8	0	6
OTU_3263	6	3	2	1	0	0	5	3	3	1	1	1	2	1	7	0	2	3
OTU_2553	1	2	1	1	1	1	7	2	2	3	4	3	3	2	3	1	1	1
OTU_2383	2	0	0	1	1	3	0	1	0	2	0	0	1	3	0	2	2	1
OTU_2610	5	2	2	3	0	1	1	1	0	3	2	1	2	3	1	2	3	2
OTU_1850	4	3	0	1	0	1	5	3	2	2	1	5	2	1	1	1	1	1
OTU_497	5	20	5	2	6	7	9	5	9	8	9	6	13	5	7	7	8	10
OTU_2270	3	3	0	2	1	2	0	0	0	0	0	0	3	0	0	0	0	0
OTU_1912	3	0	0	0	3	2	2	3	1	0	0	1	0	1	2	1	4	1
OTU_484	14	3	16	2	2	2	11	6	9	3	4	9	9	7	19	6	4	5
OTU_852	5	3	2	5	1	9	9	5	4	3	8	2	2	2	2	2	6	5
OTU_2938	2	0	1	2	2	2	5	1	2	1	4	6	4	0	2	6	2	2
OTU_132	6	20	166	55	19	45	48	20	31	19	13	2	21	31	27	10	16	34
OTU_919	9	4	0	1	3	3	6	4	9	5	1	5	1	2	2	2	0	9
OTU_722	9	11	9	6	9	9	11	7	5	11	10	3	11	9	6	12	6	6
OTU_2047	3	4	0	0	0	1	1	5	1	1	0	5	0	0	3	0	0	1
OTU_371	6	6	10	6	27	8	7	12	9	16	9	11	12	8	11	6	9	15
OTU_1446	6	10	0	2	2	2	11	4	3	3	1	5	6	2	3	2	0	1
OTU_2548	1	0	3	3	0	0	1	0	2	0	0	4	1	0	1	0	0	1
OTU_2368	3	5	0	2	0	1	3	1	3	0	0	7	2	2	3	0	2	0
OTU_1187	2	4	2	2	2	2	3	0	2	4	4	5	2	1	2	2	3	6
OTU_393	9	12	13	13	19	60	5	5	0	5	14	8	17	11	6	2	5	7
OTU_1707	3	7	4	0	2	0	3	4	1	1	4	2	1	0	3	1	0	1
OTU_1301	5	5	2	2	2	3	4	4	3	6	2	6	1	2	3	2	5	2
OTU_394	5	9	5	9	4	9	12	13	29	16	11	8	9	3	9	9	9	9
OTU_1327	1	3	2	2	1	2	1	2	3	1	3	1	2	4	2	1	3	2
OTU_2556	1	1	0	1	0	1	8	3	3	4	4	5	2	0	5	1	1	2
OTU_1728	5	1	0	1	0	1	0	0	0	1	1	1	7	0	3	1	1	2
OTU_2985	3	3	1	1	1	1	3	1	3	1	4	2	1	1	2	0	2	3
OTU_144	8	31	21	55	63	26	14	20	9	28	25	11	27	19	30	30	59	56
OTU_351	6	4	30	12	24	10	6	7	6	6	16	7	2	13	15	10	17	15
OTU_880	2	14	5	5	1	4	6	1	3	4	5	5	2	2	7	3	1	4
OTU_1185	4	3	1	0	0	1	5	2	3	4	3	2	1	1	5	6	5	4
OTU_3296	4	2	1	1	2	6	0	10	1	0	0	1	0	0	5	0	2	1
OTU_792	5	8	3	6	6	2	6	13	5	6	5	5	6	2	2	2	2	6
OTU_1385	2	2	3	1	0	2	1	3	2	1	7	1	2	2	2	1	0	1
OTU_976	2	7	2	0	1	2	4	7	4	3	4	4	3	0	5	2	3	1
OTU_611	11	8	1	15	4	11	8	0	16	6	10	4	2	2	7	16	2	2
OTU_1408	5	3	2	2	0	2	5	2	3	3	4	5	3	1	3	4	2	2
OTU_1151	5	3	1	2	1	1	6	4	0	2	3	5	0	4	2	2	4	6
OTU_584	14	11	2	3	8	12	11	12	9	6	11	14	6	8	6	7	7	8
OTU_1008	7	3	3	4	1	3	2	3	3	7	4	6	2	2	2	2	6	2
OTU_2199	2	1	5	1	1	1	0	1	0	0	0	1	2	2	0	0	2	1
OTU_423	7	12	13	14	26	10	5	7	1	7	5	14	5	9	8	9	8	4
OTU_995	4	1	6	3	1	2	5	2	1	3	4	2	2	2	6	2	2	4
OTU_439	6	16	2	6	5	6	15	9	3	10	12	10	8	6	11	12	9	6
OTU_1391	3	3	2	1	2	4	6	3	3	1	3	3	2	0	8	2	0	2
OTU_2884	6	3	1	3	2	2	21	13	9	12	9	14	5	8	14	7	17	21
OTU_425	9	18	8	7	4	3	6	16	4	4	14	8	16	15	20	5	14	11
OTU_2902	2	2	0	0	0	0	5	5	0	1	3	2	1	1	2	1	0	5
OTU_398	11	0	2	1	0	0	0	0	102	0	0	0	53	0	1	0	0	1
OTU_517	4	80	2	5	1	5	5	3	4	5	4	5	2	1	4	5	2	2
OTU_1081	3	1	0	0	1	2	1	1	11	6	2	15	1	0	0	1	3	14
OTU_1052	5	3	5	4	5	6	5	2	2	3	3	2	3	3	3	2	2	2
OTU_600	6	6	7	4	0	4	14	10	7	4	9	10	0	5	6	2	6	3
OTU_2809	1	0	2	0	0	1	1	0	3	1	2	2	1	2	0	0	0	0
OTU_1753	5	7	2	3	1	4	5	1	2	3	5	4	3	3	1	1	2	5
OTU_1465	2	3	2	0	0	2	21	3	7	2	7	14	2	0	4	2	2	2
OTU_334	6	14	25	3	16	56	4	23	5	15	12	4	2	6	11	5	9	8
OTU_1645	4	2	2	7	1	2	4	3	0	1	0	1	2	1	4	0	2	2
OTU_2594	4	0	0	1	0	3	9	2	0	0	1	2	0	2	4	1	1	2
OTU_501	6	13	2	7	1	3	11	14	5	8	15	6	10	10	14	10	11	9
OTU_860	6	5	2	4	1	7	5	4	4	8	2	5	2	4	4	1	1	2
OTU_1329	5	3	2	0	2	3	2	1	2	0	3	3	2	2	2	6	0	3
OTU_530	11	17	6	4	14	14	6	9	8	15	6	5	3	3	9	7	1	6
OTU_667	5	3	2	5	8	2	9	4	4	10	5	4	6	9	3	8	2	2
OTU_2530	2	0	4	0	0	0	0	0	0	2	1	1	2	0	0	0	2	1
OTU_2177	3	2	0	3	2	1	3	1	4	5	4	4	2	1	2	0	2	1
OTU_1262	3	3	0	5	1	5	0	0	3	6	0	3	2	1	3	5	2	3
OTU_437	5	25	2	10	64	2	4	4	12	6	3	4	2	8	1	8	2	8
OTU_1317	8	3	1	1	2	1	5	2	2	4	2	3	5	2	3	2	0	1
OTU_945	8	2	12	4	7	2	0	2	0	0	4	0	1	0	7	2	2	2
OTU_458	9	7	5	12	4	7	15	4	8	6	10	8	9	10	15	5	4	16
OTU_2800	1	0	2	0	0	0	1	0	0	2	0	4	0	2	1	0	1	0
OTU_2000	6	0	1	1	1	1	0	3	0	2	0	1	1	2	2	4	1	1
OTU_890	3	1	1	4	1	2	6	5	3	5	4	8	2	6	4	3	1	3
OTU_1731	3	3	2	2	2	1	2	2	3	1	4	3	0	1	3	0	1	2
OTU_474	7	9	5	11	12	9	12	4	16	12	9	8	15	2	3	6	5	7
OTU_1083	8	7	2	2	1	2	7	10	4	3	5	4	1	2	6	2	2	4
OTU_547	6	5	3	6	5	14	6	7	6	6	9	12	3	1	6	6	6	5
OTU_699	4	3	12	3	13	2	7	4	2	8	10	4	2	2	1	5	3	6
OTU_151	32	49	27	10	16	68	6	43	19	29	43	50	6	8	22	68	15	18
OTU_3225	4	2	1	2	2	4	5	0	2	3	5	2	0	1	1	1	1	1
OTU_840	6	7	10	18	4	4	4	12	11	11	17	8	8	8	6	6	14	11
OTU_2805	1	3	2	0	0	5	2	1	2	2	4	3	2	2	1	0	1	5
OTU_2167	2	6	2	1	0	2	1	3	1	2	1	1	2	4	3	1	2	0
OTU_1295	1	4	4	2	2	1	2	2	5	6	2	5	2	2	2	1	2	4
OTU_1719	4	7	3	3	1	0	4	3	0	0	1	3	2	2	0	0	0	2
OTU_565	6	3	5	3	2	0	5	10	9	7	6	9	2	14	13	7	1	8
OTU_1056	5	12	1	5	2	5	16	7	3	5	5	4	6	3	3	2	5	3
OTU_90	21	5	33	31	150	18	27	258	10	53	93	40	5	15	85	2	126	75
OTU_785	5	3	3	1	3	2	2	6	6	4	6	2	7	5	9	6	2	7
OTU_322	13	4	4	3	6	2	17	12	19	13	6	12	9	18	20	16	13	16
OTU_941	2	8	2	2	1	4	6	7	2	5	5	4	2	0	11	1	2	5
OTU_534	3	3	1	3	1	0	14	9	12	9	6	6	9	12	15	10	4	8
OTU_1030	4	3	3	2	1	2	4	4	3	5	4	2	9	5	4	7	2	4
OTU_2795	2	1	0	2	2	1	1	1	1	3	2	1	1	1	0	1	0	0
OTU_741	4	5	2	4	2	3	3	5	4	2	6	3	6	6	2	10	2	3
OTU_822	3	2	21	0	0	2	8	5	4	3	3	10	1	0	2	4	2	0
OTU_3168	1	0	2	0	1	0	0	0	1	1	2	5	1	0	0	1	0	0
OTU_662	14	2	3	6	2	4	13	6	16	4	2	6	4	5	6	9	2	5
OTU_2582	8	3	2	10	8	5	4	4	8	4	4	0	2	2	4	3	3	7
OTU_2036	1	0	1	1	0	0	2	3	2	1	1	4	4	0	3	2	3	0
OTU_2054	1	0	0	0	1	2	2	1	1	4	0	3	3	4	3	1	0	1
OTU_975	2	2	10	5	1	2	0	4	6	6	1	5	0	1	1	4	1	6
OTU_1720	6	3	5	5	2	7	14	5	4	2	4	5	1	2	5	0	3	4
OTU_729	6	4	5	2	4	3	3	4	3	9	0	3	9	1	7	2	9	3
OTU_659	6	23	0	6	5	5	12	14	8	6	0	8	2	0	2	2	3	2
OTU_1357	4	2	1	1	0	2	0	2	2	2	1	1	2	2	2	1	1	2
OTU_2657	2	0	0	0	0	1	0	2	1	1	0	2	3	0	0	0	1	0
OTU_1752	2	3	2	0	1	2	0	2	5	0	3	3	3	2	2	2	0	1
OTU_2611	3	2	2	2	1	5	1	2	3	3	2	3	0	2	1	2	2	0
OTU_524	6	9	6	10	10	9	7	16	5	8	7	5	7	7	5	5	14	6
OTU_940	3	6	1	2	1	1	6	6	5	8	3	4	6	0	2	4	1	6
OTU_1471	1	0	2	1	0	3	5	1	4	2	4	4	3	2	1	2	2	3
OTU_246	11	14	13	18	49	16	13	11	10	17	12	14	22	40	10	6	22	11
OTU_395	12	14	15	15	20	25	8	5	5	5	8	9	5	8	6	6	9	5
OTU_443	5	10	13	9	9	5	5	12	9	8	21	12	9	8	9	1	11	10
OTU_1561	4	1	2	0	0	2	5	6	7	2	3	3	3	0	1	1	0	3
OTU_581	5	4	5	13	14	2	6	3	5	4	7	5	4	7	10	2	6	6
OTU_772	4	4	9	5	3	2	4	8	3	1	1	2	6	4	3	2	2	10
OTU_724	10	9	9	2	4	9	14	7	3	8	11	10	5	2	9	3	4	15
OTU_1035	1	2	5	2	3	1	7	7	3	6	4	3	5	1	6	2	2	3
OTU_2963	3	2	3	0	4	2	0	1	3	2	3	2	1	0	2	0	2	2
OTU_1510	7	4	2	8	2	2	6	7	4	5	7	5	2	2	2	2	5	0
OTU_1042	6	7	2	5	2	3	5	4	2	3	2	3	3	5	7	0	6	7
OTU_406	13	3	9	19	39	19	5	25	3	20	4	3	6	8	3	14	9	5
OTU_549	13	2	5	12	14	5	10	9	3	6	6	21	7	5	11	9	14	5
OTU_463	5	11	14	11	5	9	6	9	6	6	6	6	4	6	9	8	12	6
OTU_1240	6	1	5	0	5	3	2	1	2	0	4	1	5	2	2	2	3	3
OTU_1908	3	3	1	3	2	1	9	4	2	4	3	5	0	2	2	2	1	3
OTU_1397	3	2	0	2	2	1	2	4	0	9	2	2	2	2	2	0	0	4
OTU_1486	6	3	1	1	2	2	9	14	7	3	3	2	0	1	2	1	2	0
OTU_1790	1	0	1	2	0	1	1	3	3	1	4	6	1	2	0	2	2	1
OTU_1513	2	3	4	2	2	1	3	4	2	1	2	3	6	1	2	2	2	6
OTU_129	17	23	78	43	49	38	24	36	21	31	44	28	17	27	30	27	58	59
OTU_472	16	8	26	10	9	6	20	5	11	10	17	13	5	2	15	15	9	15
OTU_1938	4	0	2	1	0	2	4	3	3	0	3	5	2	0	0	0	3	1
OTU_2288	2	2	0	0	0	1	1	3	2	0	0	4	1	1	2	0	0	2
OTU_381	8	48	3	6	10	33	5	14	6	17	5	5	2	3	6	37	4	8
OTU_2016	5	0	0	0	1	0	2	1	1	3	4	0	1	0	1	2	1	3
OTU_661	6	2	2	7	2	1	4	1	2	6	4	4	5	6	11	15	3	6
OTU_1892	2	6	1	1	0	1	0	3	1	1	1	1	1	1	0	1	2	2
OTU_769	6	1	8	3	9	3	9	3	8	0	11	9	2	2	2	4	4	6
OTU_3139	1	0	0	0	0	0	0	2	0	0	1	0	4	0	0	1	0	0
OTU_1247	1	0	2	2	1	1	3	1	1	0	12	1	2	1	4	1	4	0
OTU_957	3	5	2	3	1	2	5	7	5	3	1	2	6	2	3	1	2	5
OTU_2524	5	7	7	0	1	0	2	2	5	4	2	5	1	2	12	1	1	4
OTU_498	8	7	5	14	5	6	8	4	5	6	13	10	13	8	13	10	12	11
OTU_1370	11	7	3	2	2	19	10	4	4	2	3	9	2	1	3	2	3	2
OTU_794	6	2	0	0	0	0	9	4	1	6	8	2	2	9	2	10	5	4
OTU_863	12	14	1	4	6	0	2	23	3	9	13	6	17	2	11	2	11	6
OTU_2784	5	8	2	1	1	0	2	3	3	1	4	10	0	0	1	0	0	2
OTU_2064	1	1	1	1	0	2	2	1	1	1	1	1	2	4	2	2	1	3
OTU_2973	2	1	0	0	0	0	3	0	1	3	3	5	1	0	1	1	0	0
OTU_1292	5	3	1	0	1	2	5	0	0	5	6	1	4	0	2	1	0	7
OTU_400	15	11	5	3	5	12	15	5	13	9	5	10	9	8	11	10	5	11
OTU_2554	1	3	1	2	3	2	3	1	1	0	1	1	1	2	2	2	2	2
OTU_1821	10	0	0	1	2	2	3	9	2	2	4	7	2	1	1	4	2	2
OTU_1331	4	2	0	2	1	1	5	2	4	2	3	3	1	1	2	2	6	1
OTU_804	4	5	4	1	2	4	5	4	3	6	3	8	5	2	4	4	1	11
OTU_1388	6	2	4	7	0	3	0	2	0	2	0	2	1	4	2	2	3	2
OTU_455	5	6	4	4	4	9	13	7	9	6	17	6	7	6	12	11	9	10
OTU_751	9	3	2	9	1	3	4	6	8	3	6	8	2	0	2	2	3	5
OTU_3020	4	0	2	0	0	0	0	2	0	0	1	0	0	0	1	2	0	1
OTU_580	10	22	2	3	4	9	8	16	13	12	6	13	6	7	17	10	2	10
OTU_1537	2	1	1	4	5	1	2	0	2	0	1	0	3	3	1	4	1	2
OTU_1565	1	3	1	2	0	1	2	1	3	1	0	0	0	7	6	2	0	1
OTU_2416	3	0	2	2	2	0	2	1	2	0	1	2	0	0	0	2	2	2
OTU_953	4	3	5	2	2	2	5	7	8	5	3	7	4	1	7	0	2	1
OTU_993	5	6	3	2	3	7	5	4	2	7	2	4	4	8	2	6	2	1
OTU_2631	6	3	1	0	3	4	0	0	1	2	3	4	4	2	2	1	2	5
OTU_2227	2	1	3	1	0	2	1	1	0	1	2	3	2	0	2	2	0	2
OTU_865	4	3	2	1	3	5	5	4	3	3	11	3	5	6	2	3	6	4
OTU_1939	2	0	8	2	0	0	0	1	0	0	0	3	0	0	1	0	0	2
OTU_1662	2	4	0	0	1	2	1	0	1	0	1	2	1	2	2	3	2	1
OTU_2448	2	0	6	0	0	4	2	2	0	1	3	2	1	1	1	0	0	0
OTU_1176	8	13	3	2	0	7	10	3	6	0	4	3	2	2	2	3	2	3
OTU_712	6	8	11	7	3	3	7	14	8	6	5	7	6	8	20	7	3	6
OTU_1545	2	3	0	1	0	7	4	1	3	2	1	2	0	1	1	0	1	1
OTU_2772	7	2	5	2	6	2	1	3	3	2	2	0	2	2	0	2	2	2
OTU_1422	5	1	0	2	1	1	5	2	1	3	2	5	2	2	2	2	1	1
OTU_1743	8	2	1	1	0	0	12	4	3	9	0	1	2	2	3	3	5	11
OTU_2150	3	2	2	2	0	1	5	1	0	4	6	4	4	2	3	2	5	2
OTU_1788	1	3	0	2	2	3	2	2	1	0	2	3	2	0	0	0	1	3
OTU_1028	4	7	9	4	2	12	5	19	2	3	3	4	2	0	3	2	2	4
OTU_773	4	1	2	0	2	0	0	5	1	7	3	12	39	0	0	0	1	0
OTU_1199	1	5	3	2	0	3	2	5	1	1	3	3	2	4	3	0	2	4
OTU_1307	4	5	6	4	5	13	0	0	2	3	2	3	3	2	6	3	2	2
OTU_949	3	11	7	6	4	6	2	4	6	3	4	3	0	4	8	6	2	6
OTU_710	4	10	5	6	5	3	2	5	5	3	4	9	3	3	7	2	3	6
OTU_618	4	10	1	6	9	9	7	8	7	6	5	3	11	1	7	6	5	3
OTU_827	3	2	0	1	4	2	0	8	5	9	4	3	16	7	3	2	5	4
OTU_3008	4	1	2	2	5	6	4	7	3	1	3	4	0	0	1	2	1	2
OTU_798	7	4	4	4	0	0	4	2	4	6	2	6	3	5	6	3	1	5
OTU_730	3	5	3	4	3	6	10	8	3	5	7	4	6	2	7	5	2	3
OTU_552	7	11	9	6	0	7	9	7	4	11	7	9	6	18	6	6	15	8
OTU_1071	6	1	1	2	1	2	10	2	2	1	0	8	4	3	2	3	1	4
OTU_791	2	8	2	2	2	2	4	10	3	3	5	2	5	3	2	3	1	6
OTU_622	6	6	1	6	4	2	12	4	11	12	2	7	8	3	11	6	0	4
OTU_1211	3	6	0	0	0	2	5	4	3	0	7	5	3	5	3	1	0	6
OTU_1915	3	0	0	1	0	0	2	2	1	0	4	2	2	0	2	0	4	3
OTU_2940	1	2	0	0	1	0	2	0	0	0	0	0	2	1	2	1	1	1
OTU_2169	3	3	1	1	2	2	1	2	1	3	2	2	1	1	5	1	2	2
OTU_450	6	8	4	6	10	7	15	4	9	15	12	13	7	12	6	13	8	5
OTU_2700	1	1	0	0	1	0	5	7	3	5	3	4	4	2	2	2	2	2
OTU_783	1	5	0	6	0	10	5	0	6	6	7	2	3	2	10	7	1	9
OTU_2757	2	0	1	1	0	0	1	0	0	0	2	2	2	3	0	2	1	2
OTU_1649	4	0	0	1	1	0	1	0	1	1	1	0	0	0	0	15	1	2
OTU_3032	2	3	2	3	0	1	4	4	2	2	0	6	0	1	2	0	0	1
OTU_654	8	13	5	9	5	11	17	14	8	17	9	14	7	6	6	4	4	8
OTU_544	7	8	1	14	4	6	10	3	4	6	6	5	3	13	6	10	2	2
OTU_2406	2	2	1	0	1	2	0	0	2	1	2	5	1	0	0	0	2	0
OTU_2004	4	0	1	1	0	0	4	0	3	2	0	2	0	0	11	1	1	1
OTU_2915	2	1	3	0	1	0	1	0	0	0	0	7	0	0	0	1	2	0
OTU_777	4	8	10	2	1	3	4	4	7	4	0	4	8	2	5	2	1	4
OTU_851	5	3	3	4	2	4	5	2	4	2	4	5	0	3	4	2	4	4
OTU_505	7	4	15	4	5	33	14	3	3	14	2	15	3	2	12	2	4	9
OTU_2500	1	3	0	0	0	1	5	0	2	3	1	2	0	0	2	2	0	0
OTU_1991	1	3	5	0	0	0	1	0	7	0	0	1	0	0	2	0	1	0
OTU_564	8	6	4	7	3	18	13	10	5	5	7	11	6	7	2	3	4	6
OTU_168	9	106	34	2	1	18	14	2	78	6	1	72	43	14	4	11	0	33
OTU_421	7	12	10	8	11	21	6	3	11	3	13	12	6	8	11	12	11	6
OTU_1029	1	8	2	2	1	3	3	4	3	6	4	0	4	2	3	3	2	5
OTU_1623	3	0	2	0	0	0	7	1	3	1	0	2	2	4	4	2	1	1
OTU_750	4	1	1	0	0	2	6	4	4	8	4	4	3	4	10	16	3	3
OTU_859	2	7	1	0	7	2	3	0	2	3	3	3	2	5	7	2	9	6
OTU_2897	3	2	0	4	0	2	3	1	3	3	1	2	1	2	2	0	2	0
OTU_3294	2	1	1	1	0	1	0	4	2	2	0	2	1	0	2	0	3	0
OTU_955	1	3	1	41	0	7	0	1	1	1	2	0	1	0	2	1	0	1
OTU_2503	1	0	0	0	0	0	3	0	2	1	1	3	2	1	2	0	1	2
OTU_2173	4	0	2	0	1	0	1	0	1	6	2	1	2	0	0	2	1	0
OTU_1826	3	2	0	0	1	2	3	6	1	0	4	2	2	0	1	1	2	5
OTU_1011	3	1	1	4	3	2	4	5	3	2	5	3	3	2	2	6	2	2
OTU_2265	2	1	0	0	0	1	0	4	3	0	2	2	0	0	0	1	0	2
OTU_1810	3	3	0	2	1	2	3	3	3	4	3	4	1	1	2	1	5	7
OTU_424	17	11	16	12	16	15	16	12	7	10	14	8	11	15	14	20	21	21
OTU_916	3	2	2	2	2	4	5	5	1	3	7	5	2	8	3	2	0	3
OTU_703	6	5	8	1	5	8	5	4	4	5	4	10	6	4	6	2	4	6
OTU_3203	2	1	1	1	1	2	2	0	3	2	1	2	1	0	0	1	1	3
OTU_718	3	5	1	6	1	7	5	8	7	8	5	7	2	4	6	2	2	3
OTU_624	9	12	13	6	10	10	5	12	1	9	7	3	2	2	13	12	6	7
OTU_839	2	5	13	13	10	2	1	7	2	6	3	4	0	0	6	6	3	2
OTU_2334	2	1	0	0	0	0	1	2	1	2	2	0	1	1	2	1	2	1
OTU_1323	2	0	2	5	1	2	3	2	5	1	1	2	3	2	2	1	2	2
OTU_2598	1	1	0	0	0	0	0	0	2	0	0	2	0	2	1	4	0	0
OTU_2207	3	1	3	2	0	2	4	4	0	2	6	2	0	1	0	2	3	2
OTU_728	6	8	4	1	1	7	5	4	8	7	3	5	1	2	5	8	0	7
OTU_2263	3	3	0	1	0	0	1	0	1	2	4	2	2	2	2	2	2	1
OTU_1244	2	2	0	0	4	2	2	3	2	7	1	2	2	1	3	2	3	1
