ID	logCPM	FDR	level	Phylum	Labels
OTU_991	7.382	0.325471335	NotSig	Actinobacteria	-
OTU_999	7.094	0.966343572	NotSig	Actinobacteria	-
OTU_1236	6.936	0.83477834	NotSig	Actinobacteria	-
OTU_1281	7.044	0.87246548	NotSig	Actinobacteria	-
OTU_1746	6.865	0.729733912	NotSig	Actinobacteria	-
OTU_1974	6.736	0.390382875	NotSig	Actinobacteria	-
OTU_2069	6.628	0.819509469	NotSig	Actinobacteria	-
OTU_2520	6.442	0.647300823	NotSig	Actinobacteria	-
OTU_2536	6.29	0.920424377	NotSig	Actinobacteria	-
OTU_2628	5.806	0.598994417	NotSig	Actinobacteria	-
OTU_2929	6.157	0.996380294	NotSig	Actinobacteria	-
OTU_485	8.45	0.552599308	NotSig	Actinobacteria	-
OTU_624	8.408	0.595900056	NotSig	Actinobacteria	-
OTU_755	7.779	0.606509852	NotSig	Actinobacteria	-
OTU_787	7.779	0.996380294	NotSig	Actinobacteria	-
OTU_872	7.752	0.960483042	NotSig	Actinobacteria	-
OTU_898	7.503	0.24316817	NotSig	Actinobacteria	-
OTU_1031	7.081	0.584136163	NotSig	Actinobacteria	-
OTU_1701	6.749	0.897658297	NotSig	Actinobacteria	-
OTU_785	7.671	0.324947092	NotSig	Actinobacteria	-
OTU_198	9.731	0.359759319	NotSig	Actinobacteria	-
OTU_263	9.285	0.993243173	NotSig	Actinobacteria	-
OTU_355	8.306	0.623856006	NotSig	Actinobacteria	-
OTU_659	7.653	0.122574754	Enriched	Actinobacteria	-
OTU_828	7.593	0.769512473	NotSig	Actinobacteria	-
OTU_1227	7.439	0.93232083	NotSig	Actinobacteria	-
OTU_1367	6.443	0.996380294	NotSig	Actinobacteria	-
OTU_416	8.936	0.841777249	NotSig	Actinobacteria	-
OTU_545	5.807	0.598994417	NotSig	Actinobacteria	-
OTU_148	10.067	0.959147486	NotSig	Actinobacteria	-
OTU_20	13.012	0.507789551	NotSig	Actinobacteria	-
OTU_22	12.673	0.706772468	NotSig	Actinobacteria	-
OTU_116	10.993	0.356171038	NotSig	Actinobacteria	-
OTU_1502	5.907	0.351893301	NotSig	Actinobacteria	-
OTU_531	8.106	0.996380294	NotSig	Actinobacteria	-
OTU_878	7.599	0.848348726	NotSig	Actinobacteria	-
OTU_18	13.01	0.438360092	NotSig	Actinobacteria	-
OTU_19	12.683	0.892441602	NotSig	Actinobacteria	-
OTU_42	12.09	0.71775619	NotSig	Actinobacteria	-
OTU_49	11.816	0.633500158	NotSig	Actinobacteria	-
OTU_517	8.418	0.101970138	Enriched	Actinobacteria	-
OTU_757	7.879	0.767902682	NotSig	Actinobacteria	-
OTU_1018	6.025	0.899917141	NotSig	Actinobacteria	-
OTU_1096	7.417	0.49412049	NotSig	Actinobacteria	-
OTU_1383	5.863	0.424897377	NotSig	Actinobacteria	-
OTU_1857	6.792	0.897658297	NotSig	Actinobacteria	-
OTU_194	10.202	0.96477425	NotSig	Actinobacteria	-
OTU_2542	6.306	0.49412049	NotSig	Actinobacteria	-
OTU_2692	6.285	0.401760203	NotSig	Actinobacteria	-
OTU_2696	6.466	0.660750323	NotSig	Actinobacteria	-
OTU_2854	6.154	0.996380294	NotSig	Actinobacteria	-
OTU_386	8.941	0.598994417	NotSig	Actinobacteria	-
OTU_396	8.552	1	NotSig	Actinobacteria	-
OTU_448	8.651	0.647369658	NotSig	Actinobacteria	-
OTU_632	8.077	0.968691362	NotSig	Actinobacteria	-
OTU_692	7.867	0.961026378	NotSig	Actinobacteria	-
OTU_716	7.867	0.904467689	NotSig	Actinobacteria	-
OTU_873	7.571	0.598994417	NotSig	Actinobacteria	-
OTU_3007	6.214	0.674683048	NotSig	Actinobacteria	-
OTU_760	7.444	0.656528099	NotSig	Actinobacteria	-
OTU_1034	7.447	0.038532578	Depleted	Actinobacteria	-
OTU_1048	7.684	0.279749465	NotSig	Actinobacteria	-
OTU_1070	8.052	0.693165532	NotSig	Actinobacteria	-
OTU_1081	6.885	0.523840049	NotSig	Actinobacteria	-
OTU_109	10.487	0.249812743	NotSig	Actinobacteria	-
OTU_1113	7.499	0.523840049	NotSig	Actinobacteria	-
OTU_1164	7.861	0.014103615	Enriched	Actinobacteria	-
OTU_152	10.439	0.996380294	NotSig	Actinobacteria	-
OTU_1613	6.402	0.220364833	NotSig	Actinobacteria	-
OTU_1693	5.864	0.424897377	NotSig	Actinobacteria	-
OTU_1765	6.583	0.881832381	NotSig	Actinobacteria	-
OTU_220	10.413	0.80026106	NotSig	Actinobacteria	-
OTU_2258	6.583	0.309936166	NotSig	Actinobacteria	-
OTU_2339	5.747	1	NotSig	Actinobacteria	-
OTU_244	9.478	0.412228417	NotSig	Actinobacteria	-
OTU_25	12.609	0.827364724	NotSig	Actinobacteria	-
OTU_26	12.272	0.87187781	NotSig	Actinobacteria	-
OTU_260	6.282	0.932273476	NotSig	Actinobacteria	-
OTU_273	6.991	0.304792128	NotSig	Actinobacteria	-
OTU_3054	6.656	0.949345808	NotSig	Actinobacteria	-
OTU_3201	6.408	0.99552412	NotSig	Actinobacteria	-
OTU_46	12.289	0.741330338	NotSig	Actinobacteria	-
OTU_642	8.203	0.223952946	NotSig	Actinobacteria	-
OTU_69	11.664	0.151097017	Enriched	Actinobacteria	-
OTU_94	10.808	0.929701725	NotSig	Actinobacteria	-
OTU_983	6.554	0.570674566	NotSig	Actinobacteria	-
OTU_106	10.075	0.397743059	NotSig	Actinobacteria	-
OTU_1128	6.589	0.80026106	NotSig	Actinobacteria	-
OTU_1148	7.327	0.531433566	NotSig	Actinobacteria	-
OTU_1204	6.672	0.32642708	NotSig	Actinobacteria	-
OTU_1267	6.642	0.156197267	Depleted	Actinobacteria	-
OTU_1268	7.138	0.421520512	NotSig	Actinobacteria	-
OTU_1286	6.581	0.486203485	NotSig	Actinobacteria	-
OTU_1302	6.749	0.542029886	NotSig	Actinobacteria	-
OTU_1360	7.077	0.578905727	NotSig	Actinobacteria	-
OTU_1409	7.11	0.985310642	NotSig	Actinobacteria	-
OTU_1411	6.844	0.467463219	NotSig	Actinobacteria	-
OTU_1477	7.274	0.06817742	Depleted	Actinobacteria	-
OTU_1560	6.805	0.383389834	NotSig	Actinobacteria	-
OTU_16	13.088	0.617876639	NotSig	Actinobacteria	-
OTU_160	9.916	0.318059058	NotSig	Actinobacteria	-
OTU_1641	6.29	0.90407755	NotSig	Actinobacteria	-
OTU_1690	6.848	0.769767143	NotSig	Actinobacteria	-
OTU_1700	6.901	0.264697193	NotSig	Actinobacteria	-
OTU_1734	6.478	0.865151426	NotSig	Actinobacteria	-
OTU_174	9.95	0.017706306	Depleted	Actinobacteria	-
OTU_1745	6.327	0.729453421	NotSig	Actinobacteria	-
OTU_210	9.463	0.285485121	NotSig	Actinobacteria	-
OTU_2535	6.016	0.598994417	NotSig	Actinobacteria	-
OTU_272	9.202	0.952365007	NotSig	Actinobacteria	-
OTU_2723	6.398	0.574421447	NotSig	Actinobacteria	-
OTU_2808	5.909	0.351157179	NotSig	Actinobacteria	-
OTU_3023	6.156	0.34557628	NotSig	Actinobacteria	-
OTU_3166	6.121	0.747747098	NotSig	Actinobacteria	-
OTU_323	8.76	0.767374158	NotSig	Actinobacteria	-
OTU_3303	6.285	0.412547734	NotSig	Actinobacteria	-
OTU_346	8.625	0.835653508	NotSig	Actinobacteria	-
OTU_394	8.205	0.914436753	NotSig	Actinobacteria	-
OTU_413	8.208	0.960159549	NotSig	Actinobacteria	-
OTU_438	8.401	0.054581972	Depleted	Actinobacteria	-
OTU_477	8.493	0.073749387	Depleted	Actinobacteria	-
OTU_478	8.321	0.769167599	NotSig	Actinobacteria	-
OTU_676	7.786	0.230731104	NotSig	Actinobacteria	-
OTU_717	7.418	0.094401509	Depleted	Actinobacteria	-
OTU_796	7.651	0.684605329	NotSig	Actinobacteria	-
OTU_8	13.782	0.495897668	NotSig	Actinobacteria	-
OTU_2931	6.619	0.291261522	NotSig	Actinobacteria	-
OTU_1552	7.094	0.507414418	NotSig	Actinobacteria	-
OTU_1585	6.574	0.287945112	NotSig	Actinobacteria	-
OTU_2397	5.967	0.996380294	NotSig	Actinobacteria	-
OTU_2882	6.471	0.959147486	NotSig	Actinobacteria	-
OTU_682	7.731	0.304792128	NotSig	Actinobacteria	-
OTU_1088	7.135	1	NotSig	Actinobacteria	-
OTU_1142	6.196	0.816327714	NotSig	Actinobacteria	-
OTU_137	10.127	0.924710477	NotSig	Actinobacteria	-
OTU_1452	7.096	0.402681457	NotSig	Actinobacteria	-
OTU_3101	6.286	0.839959742	NotSig	Actinobacteria	-
OTU_435	8.427	0.523840049	NotSig	Actinobacteria	-
OTU_29	12.569	0.895399637	NotSig	Actinobacteria	-
OTU_657	7.974	0.949345808	NotSig	Actinobacteria	-
OTU_83	11.155	0.066419417	Depleted	Actinobacteria	-
OTU_2448	6.57	0.318094073	NotSig	Actinobacteria	-
OTU_1636	7.014	0.998985924	NotSig	Actinobacteria	-
OTU_1642	6.386	0.897658297	NotSig	Actinobacteria	-
OTU_1	15.322	0.424897377	NotSig	Actinobacteria	-
OTU_1035	7.159	0.910880193	NotSig	Actinobacteria	-
OTU_1063	6.905	0.602191896	NotSig	Actinobacteria	-
OTU_1064	6.774	0.407817359	NotSig	Actinobacteria	-
OTU_1139	7.07	0.996380294	NotSig	Actinobacteria	-
OTU_1158	7.101	0.903806655	NotSig	Actinobacteria	-
OTU_1171	6.989	0.885035885	NotSig	Actinobacteria	-
OTU_1203	6.826	0.929701725	NotSig	Actinobacteria	-
OTU_1210	6.975	0.996380294	NotSig	Actinobacteria	-
OTU_1243	7.055	1	NotSig	Actinobacteria	-
OTU_128	10.304	0.915011366	NotSig	Actinobacteria	-
OTU_1287	6.969	0.996380294	NotSig	Actinobacteria	-
OTU_1295	7.019	0.885574071	NotSig	Actinobacteria	-
OTU_1310	6.885	0.707247592	NotSig	Actinobacteria	-
OTU_134	10.236	0.839959742	NotSig	Actinobacteria	-
OTU_1345	6.995	0.656528099	NotSig	Actinobacteria	-
OTU_1347	6.466	0.652545054	NotSig	Actinobacteria	-
OTU_1395	6.792	1	NotSig	Actinobacteria	-
OTU_1398	6.742	0.326866686	NotSig	Actinobacteria	-
OTU_1425	7.105	0.970061177	NotSig	Actinobacteria	-
OTU_1487	5.806	0.617876639	NotSig	Actinobacteria	-
OTU_1542	7.028	0.038532578	Depleted	Actinobacteria	-
OTU_1554	6.981	0.096455719	Depleted	Actinobacteria	-
OTU_1729	6.618	0.898709127	NotSig	Actinobacteria	-
OTU_1730	6.397	0.608721866	NotSig	Actinobacteria	-
OTU_1826	6.672	0.891858782	NotSig	Actinobacteria	-
OTU_1885	6.612	0.706772468	NotSig	Actinobacteria	-
OTU_1913	6.743	0.726727675	NotSig	Actinobacteria	-
OTU_1948	6.647	0.770708697	NotSig	Actinobacteria	-
OTU_1999	6.843	0.194679243	Depleted	Actinobacteria	-
OTU_2047	6.39	0.778656458	NotSig	Actinobacteria	-
OTU_2048	7.06	0.96477425	NotSig	Actinobacteria	-
OTU_2057	6.395	0.257834815	NotSig	Actinobacteria	-
OTU_2078	6.244	0.609275342	NotSig	Actinobacteria	-
OTU_2090	6.281	0.959147486	NotSig	Actinobacteria	-
OTU_2228	6.584	0.597872994	NotSig	Actinobacteria	-
OTU_2288	6.279	0.991666739	NotSig	Actinobacteria	-
OTU_2308	6.289	0.990465153	NotSig	Actinobacteria	-
OTU_2346	6.365	0.996380294	NotSig	Actinobacteria	-
OTU_2379	6.335	0.843779345	NotSig	Actinobacteria	-
OTU_2440	6.113	0.185011129	Depleted	Actinobacteria	-
OTU_2475	6.106	0.772384573	NotSig	Actinobacteria	-
OTU_2544	7.292	0.57846113	NotSig	Actinobacteria	-
OTU_261	9.261	0.943083991	NotSig	Actinobacteria	-
OTU_2623	6.289	0.538761607	NotSig	Actinobacteria	-
OTU_2646	6.295	0.019637597	Enriched	Actinobacteria	-
OTU_2673	6.375	0.929701725	NotSig	Actinobacteria	-
OTU_2740	6.438	0.869982073	NotSig	Actinobacteria	-
OTU_2765	6.406	0.922686655	NotSig	Actinobacteria	-
OTU_2775	6.474	0.179474614	Depleted	Actinobacteria	-
OTU_2856	6.489	0.033121882	Enriched	Actinobacteria	-
OTU_2970	6.19	0.787807592	NotSig	Actinobacteria	-
OTU_2972	6.322	0.723037243	NotSig	Actinobacteria	-
OTU_3106	6.011	0.187177346	Depleted	Actinobacteria	-
OTU_313	9.148	0.784080204	NotSig	Actinobacteria	-
OTU_3132	6.285	0.827364724	NotSig	Actinobacteria	-
OTU_3164	6.216	0.091448736	Enriched	Actinobacteria	-
OTU_3171	6.055	0.87246548	NotSig	Actinobacteria	-
OTU_3175	5.917	0.839959742	NotSig	Actinobacteria	-
OTU_3268	6.223	0.52307779	NotSig	Actinobacteria	-
OTU_3299	5.865	0.424897377	NotSig	Actinobacteria	-
OTU_3320	6.329	0.485053643	NotSig	Actinobacteria	-
OTU_342	8.723	0.891858782	NotSig	Actinobacteria	-
OTU_363	8.878	0.572723797	NotSig	Actinobacteria	-
OTU_364	8.635	0.848348726	NotSig	Actinobacteria	-
OTU_404	9.04	0.916798249	NotSig	Actinobacteria	-
OTU_425	8.682	0.51103031	NotSig	Actinobacteria	-
OTU_450	8.283	0.844206324	NotSig	Actinobacteria	-
OTU_475	8.435	0.617876639	NotSig	Actinobacteria	-
OTU_495	8.373	0.981043252	NotSig	Actinobacteria	-
OTU_496	8.231	0.495897668	NotSig	Actinobacteria	-
OTU_518	8.27	0.881832381	NotSig	Actinobacteria	-
OTU_559	8.312	0.891858782	NotSig	Actinobacteria	-
OTU_581	8.128	0.774745067	NotSig	Actinobacteria	-
OTU_646	7.739	0.910748748	NotSig	Actinobacteria	-
OTU_688	7.847	0.829463051	NotSig	Actinobacteria	-
OTU_691	7.803	0.996380294	NotSig	Actinobacteria	-
OTU_703	7.768	0.832941822	NotSig	Actinobacteria	-
OTU_705	7.43	0.85350864	NotSig	Actinobacteria	-
OTU_848	7.418	0.668833522	NotSig	Actinobacteria	-
OTU_889	7.52	0.926963787	NotSig	Actinobacteria	-
OTU_945	7.577	0.254101668	NotSig	Actinobacteria	-
OTU_957	7.235	0.959147486	NotSig	Actinobacteria	-
OTU_96	10.967	0.484740133	NotSig	Actinobacteria	-
OTU_970	7.606	0.843804528	NotSig	Actinobacteria	-
OTU_988	7.269	1	NotSig	Actinobacteria	-
OTU_1039	6.706	0.223952946	NotSig	Actinobacteria	-
OTU_1379	7.281	0.418631155	NotSig	Actinobacteria	-
OTU_1844	6.409	0.580097374	NotSig	Actinobacteria	-
OTU_2022	6.605	0.598994417	NotSig	Actinobacteria	-
OTU_2127	6.365	0.879339655	NotSig	Actinobacteria	-
OTU_2326	6.483	0.949345808	NotSig	Actinobacteria	-
OTU_2683	6.835	0.609393891	NotSig	Actinobacteria	-
OTU_2878	6.38	0.569413764	NotSig	Actinobacteria	-
OTU_2895	6.362	0.843483042	NotSig	Actinobacteria	-
OTU_2896	6.896	0.996380294	NotSig	Actinobacteria	-
OTU_2994	6.252	0.708410784	NotSig	Actinobacteria	-
OTU_3256	6.514	0.939694051	NotSig	Actinobacteria	-
OTU_913	7.742	0.811607604	NotSig	Actinobacteria	-
OTU_2603	6.595	0.657929597	NotSig	Actinobacteria	-
OTU_2880	6.161	0.843779345	NotSig	Actinobacteria	-
OTU_1092	7.224	0.920424377	NotSig	Actinobacteria	-
OTU_1289	6.555	0.952813083	NotSig	Actinobacteria	-
OTU_1418	7.263	0.656528099	NotSig	Actinobacteria	-
OTU_3230	5.801	0.617876639	NotSig	Actinobacteria	-
OTU_3325	6.217	0.440588521	NotSig	Actinobacteria	-
OTU_507	8.25	0.993243173	NotSig	Actinobacteria	-
OTU_523	7.869	0.683504816	NotSig	Actinobacteria	-
OTU_551	8.126	0.88764567	NotSig	Actinobacteria	-
OTU_675	7.869	0.996380294	NotSig	Actinobacteria	-
OTU_1107	7.377	0.318059058	NotSig	Actinobacteria	-
OTU_2104	6.808	0.99148613	NotSig	Actinobacteria	-
OTU_1179	6.938	0.297697356	NotSig	Actinobacteria	-
OTU_1180	7.239	0.996380294	NotSig	Actinobacteria	-
OTU_1469	6.688	0.874048602	NotSig	Actinobacteria	-
OTU_2166	6.367	0.925402602	NotSig	Actinobacteria	-
OTU_2657	6.161	0.904376893	NotSig	Actinobacteria	-
OTU_2754	6.32	0.996380294	NotSig	Actinobacteria	-
OTU_2819	5.805	0.598994417	NotSig	Actinobacteria	-
OTU_3197	6.714	0.936141792	NotSig	Actinobacteria	-
OTU_3270	6.243	0.911532287	NotSig	Actinobacteria	-
OTU_2873	6.377	0.949345808	NotSig	Actinobacteria	-
OTU_1277	7.118	0.434866035	NotSig	Actinobacteria	-
OTU_1248	6.066	0.996380294	NotSig	Actinobacteria	-
OTU_1251	7.677	0.766611142	NotSig	Actinobacteria	-
OTU_775	7.405	0.598994417	NotSig	Actinobacteria	-
OTU_865	7.458	0.684745964	NotSig	Actinobacteria	-
OTU_1055	7.288	0.825732072	NotSig	Actinobacteria	-
OTU_1349	7.53	0.894159687	NotSig	Actinobacteria	-
OTU_1472	7.26	0.702809794	NotSig	Actinobacteria	-
OTU_1597	6.618	0.32642708	NotSig	Actinobacteria	-
OTU_1687	6.651	0.95404911	NotSig	Actinobacteria	-
OTU_1798	6.931	0.609157894	NotSig	Actinobacteria	-
OTU_1865	6.983	0.480558779	NotSig	Actinobacteria	-
OTU_1982	6.597	0.521112776	NotSig	Actinobacteria	-
OTU_2174	6.398	0.78666405	NotSig	Actinobacteria	-
OTU_2482	6.245	0.815623266	NotSig	Actinobacteria	-
OTU_2586	6.372	0.932034182	NotSig	Actinobacteria	-
OTU_2662	6.443	0.659712403	NotSig	Actinobacteria	-
OTU_286	9.29	0.963483636	NotSig	Actinobacteria	-
OTU_2922	6.019	0.943083991	NotSig	Actinobacteria	-
OTU_677	7.647	0.811188645	NotSig	Actinobacteria	-
OTU_778	7.47	0.602191896	NotSig	Actinobacteria	-
OTU_786	7.584	0.598994417	NotSig	Actinobacteria	-
OTU_896	7.353	0.894612664	NotSig	Actinobacteria	-
OTU_2588	6.323	0.594082457	NotSig	Actinobacteria	-
OTU_2853	6.326	0.923702509	NotSig	Actinobacteria	-
OTU_1085	6.244	0.627640323	NotSig	Actinobacteria	-
OTU_1482	6.657	0.925573587	NotSig	Actinobacteria	-
OTU_1665	6.766	0.834259365	NotSig	Actinobacteria	-
OTU_1796	6.577	0.600144821	NotSig	Actinobacteria	-
OTU_1808	6.742	0.31514826	NotSig	Actinobacteria	-
OTU_2496	6.21	0.99552412	NotSig	Actinobacteria	-
OTU_2716	6.252	0.617876639	NotSig	Actinobacteria	-
OTU_2780	7.075	0.598994417	NotSig	Actinobacteria	-
OTU_2901	5.859	0.996380294	NotSig	Actinobacteria	-
OTU_929	7.602	0.892593311	NotSig	Actinobacteria	-
OTU_2413	6.486	0.839959742	NotSig	Actinobacteria	-
OTU_1956	6.482	0.94449001	NotSig	Actinobacteria	-
OTU_2691	6.287	0.602191896	NotSig	Actinobacteria	-
OTU_2181	6.401	0.729733912	NotSig	Actinobacteria	-
OTU_2182	6.323	0.279749465	NotSig	Actinobacteria	-
OTU_2319	6.549	0.595481352	NotSig	Actinobacteria	-
OTU_1017	9.226	0.719332697	NotSig	Actinobacteria	-
OTU_1057	6.067	0.7746874	NotSig	Actinobacteria	-
OTU_1332	7.242	0.996380294	NotSig	Actinobacteria	-
OTU_1386	6.854	0.31514826	NotSig	Actinobacteria	-
OTU_1499	6.745	0.968304306	NotSig	Actinobacteria	-
OTU_1570	6.255	0.818498582	NotSig	Actinobacteria	-
OTU_1622	6.757	0.660107689	NotSig	Actinobacteria	-
OTU_1775	7.217	0.749927376	NotSig	Actinobacteria	-
OTU_1815	6.893	0.804986212	NotSig	Actinobacteria	-
OTU_1995	6.493	0.791319954	NotSig	Actinobacteria	-
OTU_2003	6.611	0.359759319	NotSig	Actinobacteria	-
OTU_2004	6.675	0.650184113	NotSig	Actinobacteria	-
OTU_2019	6.514	0.996380294	NotSig	Actinobacteria	-
OTU_2032	6.672	0.617876639	NotSig	Actinobacteria	-
OTU_2141	6.546	0.961026378	NotSig	Actinobacteria	-
OTU_2547	6.12	0.897658297	NotSig	Actinobacteria	-
OTU_2562	7	0.706772468	NotSig	Actinobacteria	-
OTU_2721	5.862	0.996380294	NotSig	Actinobacteria	-
OTU_2722	6.537	0.838977187	NotSig	Actinobacteria	-
OTU_596	7.702	0.318059058	NotSig	Actinobacteria	-
OTU_597	7.775	0.741330338	NotSig	Actinobacteria	-
OTU_598	7.937	0.729733912	NotSig	Actinobacteria	-
OTU_625	8.005	0.996380294	NotSig	Actinobacteria	-
OTU_712	8.231	0.835874338	NotSig	Actinobacteria	-
OTU_907	7.491	0.959147486	NotSig	Actinobacteria	-
OTU_2436	6.437	0.996380294	NotSig	Actinobacteria	-
OTU_2525	7.104	0.441139868	NotSig	Actinobacteria	-
OTU_1424	6.268	0.523840049	NotSig	Actinobacteria	-
OTU_1735	6.929	0.885420332	NotSig	Actinobacteria	-
OTU_1738	6.807	0.991670915	NotSig	Actinobacteria	-
OTU_2488	6.155	0.996380294	NotSig	Actinobacteria	-
OTU_1007	7.902	0.916798249	NotSig	Actinobacteria	-
OTU_1630	6.618	0.996380294	NotSig	Actinobacteria	-
OTU_2160	5.857	0.996380294	NotSig	Actinobacteria	-
OTU_2418	5.977	0.658277339	NotSig	Actinobacteria	-
OTU_2983	6.539	0.598994417	NotSig	Actinobacteria	-
OTU_577	8.061	0.716709733	NotSig	Actinobacteria	-
OTU_1672	6.704	0.804986212	NotSig	Actinobacteria	-
OTU_2957	6.244	0.647723575	NotSig	Actinobacteria	-
OTU_3048	6.162	0.599481993	NotSig	Actinobacteria	-
OTU_3061	6.368	0.839959742	NotSig	Actinobacteria	-
OTU_1229	6.896	0.202200403	NotSig	Actinobacteria	-
OTU_1259	6.883	0.996380294	NotSig	Actinobacteria	-
OTU_1274	7.36	0.515672082	NotSig	Actinobacteria	-
OTU_1306	6.764	0.604495399	NotSig	Actinobacteria	-
OTU_1348	7.359	0.806769952	NotSig	Actinobacteria	-
OTU_1549	6.795	0.99148613	NotSig	Actinobacteria	-
OTU_1627	6.864	0.974352808	NotSig	Actinobacteria	-
OTU_1648	7.184	0.778656458	NotSig	Actinobacteria	-
OTU_1914	6.932	0.963483636	NotSig	Actinobacteria	-
OTU_1925	6.247	0.894612664	NotSig	Actinobacteria	-
OTU_1954	6.597	0.195390742	Enriched	Actinobacteria	-
OTU_1965	5.859	0.996380294	NotSig	Actinobacteria	-
OTU_1966	7.222	1	NotSig	Actinobacteria	-
OTU_1967	5.747	1	NotSig	Actinobacteria	-
OTU_2187	5.805	0.617876639	NotSig	Actinobacteria	-
OTU_2287	5.859	0.461885444	NotSig	Actinobacteria	-
OTU_2338	6.022	0.222981408	NotSig	Actinobacteria	-
OTU_2577	5.807	0.598994417	NotSig	Actinobacteria	-
OTU_267	8.892	0.855826939	NotSig	Actinobacteria	-
OTU_2727	5.807	0.598994417	NotSig	Actinobacteria	-
OTU_289	8.966	0.75748731	NotSig	Actinobacteria	-
OTU_3035	5.971	0.6652924	NotSig	Actinobacteria	-
OTU_3045	6.018	0.877263546	NotSig	Actinobacteria	-
OTU_538	7.818	1	NotSig	Actinobacteria	-
OTU_825	8.045	0.833770872	NotSig	Actinobacteria	-
OTU_893	7.301	0.806889873	NotSig	Actinobacteria	-
OTU_1090	7.572	0.790645458	NotSig	Actinobacteria	-
OTU_1231	6.993	0.891083873	NotSig	Actinobacteria	-
OTU_1304	7.124	0.834259365	NotSig	Actinobacteria	-
OTU_1323	6.863	0.981417778	NotSig	Actinobacteria	-
OTU_1475	6.706	0.730078632	NotSig	Actinobacteria	-
OTU_1504	6.746	0.981043252	NotSig	Actinobacteria	-
OTU_1526	6.581	0.803591247	NotSig	Actinobacteria	-
OTU_1527	6.962	0.904467689	NotSig	Actinobacteria	-
OTU_1529	6.867	0.402767955	NotSig	Actinobacteria	-
OTU_1720	7.431	0.434866035	NotSig	Actinobacteria	-
OTU_1722	6.872	0.835874338	NotSig	Actinobacteria	-
OTU_1786	6.735	1	NotSig	Actinobacteria	-
OTU_1866	6.791	0.970763257	NotSig	Actinobacteria	-
OTU_1938	6.489	0.897658297	NotSig	Actinobacteria	-
OTU_1943	6.562	0.869982073	NotSig	Actinobacteria	-
OTU_1968	6.317	0.728873538	NotSig	Actinobacteria	-
OTU_2155	7.043	0.791319954	NotSig	Actinobacteria	-
OTU_2267	6.554	0.237344355	NotSig	Actinobacteria	-
OTU_2269	6.809	0.482227107	NotSig	Actinobacteria	-
OTU_2303	6.018	0.891083873	NotSig	Actinobacteria	-
OTU_2370	6.921	0.890584436	NotSig	Actinobacteria	-
OTU_2390	6.2	0.752344009	NotSig	Actinobacteria	-
OTU_2423	6.544	0.755266301	NotSig	Actinobacteria	-
OTU_2487	6.11	0.981417778	NotSig	Actinobacteria	-
OTU_2505	6.402	0.921258685	NotSig	Actinobacteria	-
OTU_2554	6.838	0.916798249	NotSig	Actinobacteria	-
OTU_2573	6.519	0.897658297	NotSig	Actinobacteria	-
OTU_2730	6.07	0.149262666	Depleted	Actinobacteria	-
OTU_2919	5.801	0.617876639	NotSig	Actinobacteria	-
OTU_2948	5.806	0.598994417	NotSig	Actinobacteria	-
OTU_3038	6.502	0.073749387	Enriched	Actinobacteria	-
OTU_3059	6.618	0.636496329	NotSig	Actinobacteria	-
OTU_3122	6.348	0.640257435	NotSig	Actinobacteria	-
OTU_3131	5.801	0.617876639	NotSig	Actinobacteria	-
OTU_3178	6.203	0.949345808	NotSig	Actinobacteria	-
OTU_3233	6.408	0.359759319	NotSig	Actinobacteria	-
OTU_3242	6.202	0.974361179	NotSig	Actinobacteria	-
OTU_3274	6.156	0.996380294	NotSig	Actinobacteria	-
OTU_547	7.879	0.598994417	NotSig	Actinobacteria	-
OTU_555	8.471	0.318059058	NotSig	Actinobacteria	-
OTU_654	8.172	0.574158014	NotSig	Actinobacteria	-
OTU_868	7.376	0.996380294	NotSig	Actinobacteria	-
OTU_980	7.29	0.820160723	NotSig	Actinobacteria	-
OTU_1130	7.122	0.996380294	NotSig	Actinobacteria	-
OTU_1362	7.353	0.390382875	NotSig	Actinobacteria	-
OTU_1615	6.823	0.598994417	NotSig	Actinobacteria	-
OTU_1757	6.56	0.523840049	NotSig	Actinobacteria	-
OTU_2118	6.725	0.90407755	NotSig	Actinobacteria	-
OTU_2244	5.915	0.837569826	NotSig	Actinobacteria	-
OTU_2245	6.335	0.602191896	NotSig	Actinobacteria	-
OTU_2246	6.482	0.893004007	NotSig	Actinobacteria	-
OTU_671	7.528	0.996380294	NotSig	Actinobacteria	-
OTU_1261	6.982	0.473816568	NotSig	Actinobacteria	-
OTU_2369	5.863	0.459215716	NotSig	Actinobacteria	-
OTU_2979	6.255	0.63611888	NotSig	Actinobacteria	-
OTU_1316	5.864	0.996639033	NotSig	Actinobacteria	-
OTU_1369	7.04	0.253540532	NotSig	Actinobacteria	-
OTU_1458	6.623	0.598994417	NotSig	Actinobacteria	-
OTU_1559	6.971	0.893838397	NotSig	Actinobacteria	-
OTU_1782	5.861	0.460755568	NotSig	Actinobacteria	-
OTU_1850	6.514	0.797020089	NotSig	Actinobacteria	-
OTU_1935	6.342	0.414773115	NotSig	Actinobacteria	-
OTU_2282	6.334	0.769767143	NotSig	Actinobacteria	-
OTU_2759	6.251	0.996380294	NotSig	Actinobacteria	-
OTU_431	8.198	0.363769373	NotSig	Actinobacteria	-
OTU_810	7.782	0.791319954	NotSig	Actinobacteria	-
OTU_238	9.3	0.996380294	NotSig	Actinobacteria	-
OTU_2111	6.334	0.624529688	NotSig	Actinobacteria	-
